,condition,correct,correct_response,exp_stage,key_press,possible_responses,rt,stim_color,stim_word,trial_type,worker_id
stroop_19_87,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",559,red,red,poldrack-categorize,s056
stroop_19_89,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",498,red,green,poldrack-categorize,s056
stroop_19_91,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",478,red,red,poldrack-categorize,s056
stroop_19_93,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",639,blue,red,poldrack-categorize,s056
stroop_19_95,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",713,red,green,poldrack-categorize,s056
stroop_19_97,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",589,blue,red,poldrack-categorize,s056
stroop_19_99,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",756,red,blue,poldrack-categorize,s056
stroop_19_101,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",932,blue,green,poldrack-categorize,s056
stroop_19_103,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",588,blue,green,poldrack-categorize,s056
stroop_19_105,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",874,green,red,poldrack-categorize,s056
stroop_19_107,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",474,green,red,poldrack-categorize,s056
stroop_19_109,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",650,blue,blue,poldrack-categorize,s056
stroop_19_111,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",471,blue,blue,poldrack-categorize,s056
stroop_19_113,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",608,red,blue,poldrack-categorize,s056
stroop_19_115,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",646,blue,blue,poldrack-categorize,s056
stroop_19_117,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",725,red,green,poldrack-categorize,s056
stroop_19_119,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",409,green,green,poldrack-categorize,s056
stroop_19_121,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",657,red,red,poldrack-categorize,s056
stroop_19_123,incongruent,0.0,71.0,test,66.0,"[66, 71, 82]",703,green,blue,poldrack-categorize,s056
stroop_19_125,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",663,red,red,poldrack-categorize,s056
stroop_19_127,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",712,blue,red,poldrack-categorize,s056
stroop_19_129,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",650,green,green,poldrack-categorize,s056
stroop_19_131,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",661,red,red,poldrack-categorize,s056
stroop_19_133,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",497,red,red,poldrack-categorize,s056
stroop_19_135,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",801,green,blue,poldrack-categorize,s056
stroop_19_137,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1194,blue,green,poldrack-categorize,s056
stroop_19_139,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",573,green,green,poldrack-categorize,s056
stroop_19_141,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",729,blue,blue,poldrack-categorize,s056
stroop_19_143,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",631,red,blue,poldrack-categorize,s056
stroop_19_145,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",471,red,blue,poldrack-categorize,s056
stroop_19_147,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",658,green,green,poldrack-categorize,s056
stroop_19_149,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",697,red,blue,poldrack-categorize,s056
stroop_19_151,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",738,green,green,poldrack-categorize,s056
stroop_19_153,congruent,0.0,82.0,test,66.0,"[66, 71, 82]",791,red,red,poldrack-categorize,s056
stroop_19_155,incongruent,0.0,82.0,test,66.0,"[66, 71, 82]",933,red,blue,poldrack-categorize,s056
stroop_19_157,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",931,blue,blue,poldrack-categorize,s056
stroop_19_159,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",535,red,red,poldrack-categorize,s056
stroop_19_161,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",611,green,green,poldrack-categorize,s056
stroop_19_163,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",492,red,red,poldrack-categorize,s056
stroop_19_165,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1263,red,green,poldrack-categorize,s056
stroop_19_167,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",638,blue,blue,poldrack-categorize,s056
stroop_19_169,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",614,green,green,poldrack-categorize,s056
stroop_19_171,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",574,red,red,poldrack-categorize,s056
stroop_19_173,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",491,red,red,poldrack-categorize,s056
stroop_19_175,incongruent,0.0,71.0,test,82.0,"[66, 71, 82]",1085,green,blue,poldrack-categorize,s056
stroop_19_177,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",972,red,green,poldrack-categorize,s056
stroop_19_179,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",693,blue,blue,poldrack-categorize,s056
stroop_19_181,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",844,blue,green,poldrack-categorize,s056
stroop_19_183,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",875,green,red,poldrack-categorize,s056
stroop_19_185,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",728,green,blue,poldrack-categorize,s056
stroop_19_187,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",784,blue,red,poldrack-categorize,s056
stroop_19_189,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",524,blue,red,poldrack-categorize,s056
stroop_19_191,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",593,red,red,poldrack-categorize,s056
stroop_19_193,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",665,green,green,poldrack-categorize,s056
stroop_19_195,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",795,blue,blue,poldrack-categorize,s056
stroop_19_197,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",968,green,blue,poldrack-categorize,s056
stroop_19_199,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",623,green,blue,poldrack-categorize,s056
stroop_19_201,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",765,red,red,poldrack-categorize,s056
stroop_19_203,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",684,green,blue,poldrack-categorize,s056
stroop_19_205,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",562,blue,blue,poldrack-categorize,s056
stroop_19_207,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",439,blue,blue,poldrack-categorize,s056
stroop_19_209,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",660,green,blue,poldrack-categorize,s056
stroop_19_211,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",873,red,green,poldrack-categorize,s056
stroop_19_213,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",739,blue,green,poldrack-categorize,s056
stroop_19_215,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",960,green,red,poldrack-categorize,s056
stroop_19_217,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",526,green,green,poldrack-categorize,s056
stroop_19_219,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",694,red,green,poldrack-categorize,s056
stroop_19_221,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",745,red,blue,poldrack-categorize,s056
stroop_19_223,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",591,red,blue,poldrack-categorize,s056
stroop_19_225,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",724,blue,blue,poldrack-categorize,s056
stroop_19_227,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",658,green,green,poldrack-categorize,s056
stroop_19_229,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",795,green,red,poldrack-categorize,s056
stroop_19_231,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",756,blue,red,poldrack-categorize,s056
stroop_19_233,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",679,green,green,poldrack-categorize,s056
stroop_19_235,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",429,blue,green,poldrack-categorize,s056
stroop_19_237,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",734,green,red,poldrack-categorize,s056
stroop_19_239,incongruent,0.0,66.0,test,82.0,"[66, 71, 82]",901,blue,green,poldrack-categorize,s056
stroop_19_241,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",716,blue,blue,poldrack-categorize,s056
stroop_19_243,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",612,red,red,poldrack-categorize,s056
stroop_20_4,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",625,red,red,poldrack-categorize,s060
stroop_20_6,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",634,green,red,poldrack-categorize,s060
stroop_20_8,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",551,green,green,poldrack-categorize,s060
stroop_20_10,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",502,blue,blue,poldrack-categorize,s060
stroop_20_12,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",566,blue,blue,poldrack-categorize,s060
stroop_20_14,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",553,blue,green,poldrack-categorize,s060
stroop_20_16,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",565,red,green,poldrack-categorize,s060
stroop_20_18,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",488,red,red,poldrack-categorize,s060
stroop_20_20,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",787,green,blue,poldrack-categorize,s060
stroop_20_22,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",421,green,green,poldrack-categorize,s060
stroop_20_24,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",520,blue,green,poldrack-categorize,s060
stroop_20_26,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",633,green,green,poldrack-categorize,s060
stroop_20_28,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",662,green,blue,poldrack-categorize,s060
stroop_20_30,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",416,red,blue,poldrack-categorize,s060
stroop_20_32,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",434,blue,red,poldrack-categorize,s060
stroop_20_34,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",597,red,green,poldrack-categorize,s060
stroop_20_36,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",526,blue,blue,poldrack-categorize,s060
stroop_20_38,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",506,blue,red,poldrack-categorize,s060
stroop_20_40,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",684,red,red,poldrack-categorize,s060
stroop_20_42,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",550,green,red,poldrack-categorize,s060
stroop_20_44,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",446,blue,blue,poldrack-categorize,s060
stroop_20_46,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",624,green,green,poldrack-categorize,s060
stroop_20_48,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",443,red,red,poldrack-categorize,s060
stroop_20_50,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",663,red,blue,poldrack-categorize,s060
stroop_20_53,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",526,green,green,poldrack-categorize,s060
stroop_20_55,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",474,red,green,poldrack-categorize,s060
stroop_20_57,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",693,green,red,poldrack-categorize,s060
stroop_20_59,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",537,green,blue,poldrack-categorize,s060
stroop_20_61,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",493,green,blue,poldrack-categorize,s060
stroop_20_63,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",503,red,green,poldrack-categorize,s060
stroop_20_65,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",586,green,green,poldrack-categorize,s060
stroop_20_67,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",581,red,blue,poldrack-categorize,s060
stroop_20_69,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",583,red,blue,poldrack-categorize,s060
stroop_20_71,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",497,green,green,poldrack-categorize,s060
stroop_20_73,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",510,red,red,poldrack-categorize,s060
stroop_20_75,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",457,red,red,poldrack-categorize,s060
stroop_20_77,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",595,blue,green,poldrack-categorize,s060
stroop_20_79,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",540,green,green,poldrack-categorize,s060
stroop_20_81,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",462,red,green,poldrack-categorize,s060
stroop_20_83,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",473,blue,blue,poldrack-categorize,s060
stroop_20_85,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",541,red,red,poldrack-categorize,s060
stroop_20_87,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",463,green,red,poldrack-categorize,s060
stroop_20_89,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",451,green,green,poldrack-categorize,s060
stroop_20_91,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",437,green,green,poldrack-categorize,s060
stroop_20_93,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",513,blue,blue,poldrack-categorize,s060
stroop_20_95,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",716,green,blue,poldrack-categorize,s060
stroop_20_97,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",495,green,green,poldrack-categorize,s060
stroop_20_99,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",441,green,green,poldrack-categorize,s060
stroop_20_101,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",411,red,blue,poldrack-categorize,s060
stroop_20_103,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",479,red,red,poldrack-categorize,s060
stroop_20_105,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",667,blue,green,poldrack-categorize,s060
stroop_20_107,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",502,blue,red,poldrack-categorize,s060
stroop_20_109,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",704,red,red,poldrack-categorize,s060
stroop_20_111,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",465,red,red,poldrack-categorize,s060
stroop_20_113,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",460,red,red,poldrack-categorize,s060
stroop_20_115,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",663,green,blue,poldrack-categorize,s060
stroop_20_117,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",480,green,green,poldrack-categorize,s060
stroop_20_119,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",547,red,blue,poldrack-categorize,s060
stroop_20_121,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",510,blue,green,poldrack-categorize,s060
stroop_20_123,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",625,green,blue,poldrack-categorize,s060
stroop_20_125,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",541,red,red,poldrack-categorize,s060
stroop_20_127,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",464,red,red,poldrack-categorize,s060
stroop_20_129,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",547,green,red,poldrack-categorize,s060
stroop_20_131,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",644,blue,red,poldrack-categorize,s060
stroop_20_133,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",620,green,green,poldrack-categorize,s060
stroop_20_135,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",560,red,green,poldrack-categorize,s060
stroop_20_137,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",627,green,green,poldrack-categorize,s060
stroop_20_139,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",584,red,red,poldrack-categorize,s060
stroop_20_141,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",555,green,green,poldrack-categorize,s060
stroop_20_143,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",556,blue,blue,poldrack-categorize,s060
stroop_20_145,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",574,blue,red,poldrack-categorize,s060
stroop_20_147,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",497,blue,red,poldrack-categorize,s060
stroop_20_149,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",749,red,green,poldrack-categorize,s060
stroop_20_151,congruent,0.0,66.0,test,71.0,"[66, 71, 82]",448,blue,blue,poldrack-categorize,s060
stroop_20_153,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",426,blue,blue,poldrack-categorize,s060
stroop_20_155,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",438,blue,blue,poldrack-categorize,s060
stroop_20_157,incongruent,0.0,71.0,test,66.0,"[66, 71, 82]",681,green,blue,poldrack-categorize,s060
stroop_20_159,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",430,green,red,poldrack-categorize,s060
stroop_20_161,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",594,blue,blue,poldrack-categorize,s060
stroop_20_163,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",628,blue,green,poldrack-categorize,s060
stroop_20_165,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",559,red,red,poldrack-categorize,s060
stroop_20_167,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",494,green,green,poldrack-categorize,s060
stroop_20_169,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",544,red,green,poldrack-categorize,s060
stroop_20_171,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",596,red,green,poldrack-categorize,s060
stroop_20_173,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",563,blue,blue,poldrack-categorize,s060
stroop_20_175,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",582,green,green,poldrack-categorize,s060
stroop_20_177,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",512,blue,blue,poldrack-categorize,s060
stroop_20_179,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",475,blue,blue,poldrack-categorize,s060
stroop_20_181,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",399,blue,blue,poldrack-categorize,s060
stroop_20_183,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",410,blue,blue,poldrack-categorize,s060
stroop_20_185,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",459,blue,blue,poldrack-categorize,s060
stroop_20_187,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",534,green,green,poldrack-categorize,s060
stroop_20_189,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",426,red,red,poldrack-categorize,s060
stroop_20_191,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",507,green,red,poldrack-categorize,s060
stroop_20_193,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",488,blue,green,poldrack-categorize,s060
stroop_20_195,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",459,green,blue,poldrack-categorize,s060
stroop_20_197,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",478,green,green,poldrack-categorize,s060
stroop_20_199,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",561,green,blue,poldrack-categorize,s060
stroop_20_201,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",508,red,red,poldrack-categorize,s060
stroop_20_203,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",432,red,red,poldrack-categorize,s060
stroop_20_205,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",612,green,red,poldrack-categorize,s060
stroop_20_207,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",535,blue,green,poldrack-categorize,s060
stroop_20_209,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",503,blue,green,poldrack-categorize,s060
stroop_20_211,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",634,red,green,poldrack-categorize,s060
stroop_20_213,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",804,green,red,poldrack-categorize,s060
stroop_20_215,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",472,blue,blue,poldrack-categorize,s060
stroop_20_217,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",539,red,blue,poldrack-categorize,s060
stroop_20_219,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",403,green,red,poldrack-categorize,s060
stroop_20_221,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",399,blue,green,poldrack-categorize,s060
stroop_20_223,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",456,blue,red,poldrack-categorize,s060
stroop_20_225,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",480,blue,red,poldrack-categorize,s060
stroop_20_227,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",567,blue,blue,poldrack-categorize,s060
stroop_20_229,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",649,red,blue,poldrack-categorize,s060
stroop_20_231,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",517,blue,red,poldrack-categorize,s060
stroop_20_233,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",617,red,blue,poldrack-categorize,s060
stroop_20_235,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",492,red,red,poldrack-categorize,s060
stroop_20_237,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",472,red,blue,poldrack-categorize,s060
stroop_20_239,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",634,blue,blue,poldrack-categorize,s060
stroop_20_241,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",452,blue,red,poldrack-categorize,s060
stroop_20_243,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",544,red,red,poldrack-categorize,s060
stroop_21_4,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1148,green,red,poldrack-categorize,s062
stroop_21_6,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1136,red,blue,poldrack-categorize,s062
stroop_21_8,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",714,blue,green,poldrack-categorize,s062
stroop_21_10,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1108,blue,green,poldrack-categorize,s062
stroop_21_12,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",973,green,green,poldrack-categorize,s062
stroop_21_14,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1256,green,red,poldrack-categorize,s062
stroop_21_16,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",864,green,green,poldrack-categorize,s062
stroop_21_18,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",658,green,green,poldrack-categorize,s062
stroop_21_20,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",949,blue,blue,poldrack-categorize,s062
stroop_21_22,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1012,red,green,poldrack-categorize,s062
stroop_21_24,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",663,blue,blue,poldrack-categorize,s062
stroop_21_26,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",969,blue,red,poldrack-categorize,s062
